"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"SNW1","Q13573",64218.88,71277.3333333333,"nonmito",""
"SNX1","Q13596",128915.2,140473.333333333,"nonmito",""
"SNX12","Q9UMY4;Q9UMY4-1",207808.8,212207.666666667,"nonmito",""
"SNX15","Q9NRS6",53042.98,60856.2666666667,"nonmito",""
"SNX16","P57768",51114.475,22361.1666666667,"nonmito",""
"SNX17","Q15036",159159.6,163613.666666667,"nonmito",""
"SNX18","Q96RF0-2",88443.08,88934.0333333333,"nonmito",""
"SNX2","O60749",116176,132153,"nonmito",""
"SNX21","Q969T3",70159.24,82736.5333333333,"nonmito",""
"SNX27","Q96L92",70462.7,67620.3333333333,"nonmito",""
"SNX29","Q8TEQ0;Q8TEQ0-2",71981.08,98151,"nonmito",""
"SNX3","O60493",353305.4,367399,"nonmito",""
"SNX33","Q8WV41",50713.92,59463.6333333333,"nonmito",""
"SNX4","O95219",83771.7,78290.1333333333,"nonmito",""
"SNX5","Q9Y5X3",83867.56,85860.2333333333,"nonmito",""
"SNX6","Q9UNH7",119550.4,129654.333333333,"nonmito",""
"SNX7","Q9UNH6;Q9UNH6-3",47783.5,51642.5666666667,"nonmito",""
"SNX8","Q9Y5X2",69104.56,71684.2666666667,"nonmito",""
"SNX9","Q9Y5X1",210937.6,197626,"nonmito",""
"SOAT1","P35610",102645.86,131686.333333333,"nonmito",""
"SOD1","P00441",683203.6,660156.666666667,"mito",""
"SOD2","P04179",266665.6,284673.333333333,"mito",""
"SOGA1","O94964;O94964-2",62758.1,60011.7666666667,"nonmito",""
"SON","P18583;P18583-5;P18583-7;P18583-9",60190.86,62953.6666666667,"nonmito",""
"SORBS3","O60504;O60504-2",110738.32,120375.666666667,"nonmito",""
"SORCS2","Q96PQ0",29346.4875,15951.66,"nonmito",""
"SORD","Q00796",84086.18,101322.5,"nonmito",""
"SOS1","Q07889",90049.04,90495.9,"nonmito",""
"SP100","P23497-4",62452.84,64435.4333333333,"nonmito",""
"SPAG7","O75391",34574.86,31539.6666666667,"nonmito",""
"SPAG9","O60271",93848.8,90535.3,"nonmito",""
"SPARC","P09486",198103,126559.333333333,"nonmito",""
"SPART","Q8N0X7",67242.62,64841.8666666667,"nonmito",""
"SPATA18","Q8TC71",42278.285,66325,"nonmito",""
"SPATA20","Q8TB22;Q8TB22-2",66117.65,42123.4333333333,"mito",""
"SPATA5","Q8NB90",42165.28,48327.1,"nonmito",""
"SPATA5L1","Q9BVQ7",61132.56,69598.9,"nonmito",""
"SPATS2","Q86XZ4",41376.42,35338.3,"nonmito",""
"SPATS2L","Q9NUQ6",71629.98,53249.1666666667,"nonmito",""
"SPC25","Q9HBM1",61031.95,41426.6333333333,"nonmito",""
"SPCS1","Q9Y6A9",149524.8,141078,"nonmito",""
"SPCS2","Q15005",194281.4,176180.333333333,"nonmito",""
"SPCS3","P61009",374816,334039.666666667,"nonmito",""
"SPECC1L","Q69YQ0;Q69YQ0-2",79603.14,61758.4,"nonmito",""
