"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"A2M","P01023",1249023.4,4382186.66666667,"nonmito",""
"AAAS","Q9NRG9",69600.86,82946.3666666667,"nonmito",""
"AACS","Q86V21",72955.88,106292.666666667,"nonmito",""
"AAGAB","Q6PD74",134129,125360.333333333,"nonmito",""
"AAK1","Q2M2I8",118087.6,92302.1666666667,"nonmito",""
"AAMDC","Q9H7C9",81736.3,65180.1666666667,"nonmito",""
"AAMP","Q13685",49990.52,54762.5,"nonmito",""
"AAR2","Q9Y312",56659.38,62534.1666666667,"nonmito",""
"AARS1","P49588",206652,183407,"nonmito",""
"AARS2","Q5JTZ9",49006.98,40836.9333333333,"mito",""
"AARSD1","Q9BTE6;Q9BTE6-2;Q9BTE6-3",102133.7,111866.333333333,"nonmito",""
"AASDHPPT","Q9NRN7",119609,127513,"nonmito",""
"AASS","Q9UDR5",56783.525,52832.7,"mito",""
"AATF","Q9NY61",41320.84,41614.7,"nonmito",""
"ABAT","P80404",35027.2875,10418.5,"mito",""
"ABCB6","Q9NP58;Q9NP58-4",87201.4,138230,"mito",""
"ABCB7","O75027;O75027-2",61407.7,61590.3666666667,"mito",""
"ABCC1","P33527;P33527-9",72300.46,59935.9,"nonmito",""
"ABCD1","P33897",76669.82,77304.5333333333,"mito",""
"ABCD3","P28288",72613,82646.5333333333,"mito",""
"ABCE1","P61221",185422.6,171149.666666667,"nonmito",""
"ABCF1","Q8NE71",108265,123446.666666667,"nonmito",""
"ABCF2","Q9UG63;Q9UG63-2",97372.74,103746.333333333,"nonmito",""
"ABCF3","Q9NUQ8;Q9NUQ8-2",106646.2,108147.333333333,"nonmito",""
"ABHD10","Q9NUJ1",89209.36,81788.9,"mito",""
"ABHD11","Q8NFV4",66774.15,56244.8333333333,"mito",""
"ABHD12","Q8N2K0;Q8N2K0-2",93797.34,80909.0666666667,"nonmito",""
"ABHD14B","Q96IU4",220861.6,168970.333333333,"nonmito",""
"ABHD16A","O95870",80101.7,80978.5333333333,"nonmito",""
"ABHD17B","Q5VST6;Q5VST6-2",31308.6,20756.8333333333,"nonmito",""
"ABI1","Q8IZP0;Q8IZP0-10;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9",86466.88,78790.5,"nonmito",""
"ABI2","Q9NYB9;Q9NYB9-2;Q9NYB9-4",77844.6,34332.8,"nonmito",""
"ABLIM3","O94929-2;O94929-3",70846.96,35480.9333333333,"nonmito",""
"ABR","Q12979;Q12979-2;Q12979-4",83617.8,87029.3,"nonmito",""
"ABRACL","Q9P1F3",223533.6,226378.333333333,"nonmito",""
"ABRAXAS2","Q15018",72536.72,69849.1,"nonmito",""
"ABT1","Q9ULW3",65291.475,70073.2666666667,"nonmito",""
"ACAA1","P09110",101190.04,109621,"mito",""
"ACAA2","P42765",115173.12,123687.333333333,"mito",""
"ACACA","Q13085;Q13085-4",78784.74,84391.1333333333,"mito",""
"ACAD11","Q709F0",135807.6,120764.766666667,"mito",""
"ACAD8","Q9UKU7",37436.8,33131.0333333333,"mito",""
"ACAD9","Q9H845",71178.4,90646.5333333333,"mito",""
