"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"DHX35","Q9H5Z1;Q9H5Z1-2",84640.7,74807.5,"Q9H5Z1","nonmito",""
"DHX36","Q9H2U1",171163.333333333,179705,"Q9H2U1","nonmito",""
"DHX37","Q8IY37",160252,165227.333333333,"Q8IY37","nonmito",""
"DHX38","Q92620",147891,145605,"Q92620","nonmito",""
"DHX40","Q8IX18;Q8IX18-3",142404.666666667,146888.666666667,"Q8IX18","nonmito",""
"DHX57","Q6P158",152318.666666667,160966.666666667,"Q6P158","nonmito",""
"DHX8","Q14562",123270.333333333,117577.666666667,"Q14562","nonmito",""
"DHX9","Q08211",929370.666666667,968863.666666667,"Q08211","nonmito",""
"DIABLO","Q9NR28;Q9NR28-2",284755.666666667,253862,"Q9NR28","mito",""
"DIAPH1","O60610",165985,151259.666666667,"O60610","nonmito",""
"DIAPH2","O60879-2",272750,219880,"O60879","nonmito",""
"DIAPH3","Q9NSV4",81539.9333333333,112528,"Q9NSV4","nonmito",""
"DICER1","Q9UPY3",91259.9333333333,91242.6333333333,"Q9UPY3","nonmito",""
"DIDO1","Q9BTC0",104932.333333333,123077.333333333,"Q9BTC0","nonmito",""
"DIMT1","Q9UNQ2",241311.666666667,233901.666666667,"Q9UNQ2","nonmito",""
"DIP2A","Q14689;Q14689-6",140100.333333333,148234,"Q14689","nonmito",""
"DIP2B","Q9P265",78232.9,70972.9333333333,"Q9P265","nonmito",""
"DIPK2A","Q8NDZ4",99167.5666666667,76528.9333333333,"Q8NDZ4","nonmito",""
"DIS3","Q9Y2L1",199874.333333333,232394.333333333,"Q9Y2L1","nonmito",""
"DIS3L","Q8TF46",82042.7333333333,112734.333333333,"Q8TF46","nonmito",""
"DIS3L2","Q8IYB7",90536.0666666667,93156.0666666667,"Q8IYB7","nonmito",""
"DKC1","O60832",273937.666666667,258003.333333333,"O60832","nonmito",""
"DLAT","P10515",356695.666666667,361983.666666667,"P10515","mito",""
"DLD","P09622",296488.333333333,409307.333333333,"P09622","mito",""
"DLG1","Q12959;Q12959-3;Q12959-5;Q12959-6;Q12959-7",135763,146394.333333333,"Q12959","nonmito",""
"DLG3","Q92796;Q92796-2;Q92796-3",67664.9333333333,145835.333333333,"Q92796","nonmito",""
"DLGAP4","Q9Y2H0;Q9Y2H0-1;Q9Y2H0-3",54064.1666666667,55594.7,"Q9Y2H0","nonmito",""
