"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"TMA16","Q96EY4",319227.333333333,314771.666666667,"Q96EY4","nonmito",""
"TMA7","Q9Y2S6",296361,393543,"Q9Y2S6","nonmito",""
"TMCO1","Q9UM00;Q9UM00-1;Q9UM00-2",965087.333333333,901250.666666667,"Q9UM00","nonmito",""
"TMED1","Q13445",137048.333333333,102187.333333333,"Q13445","nonmito",""
"TMED10","P49755",521235.666666667,503368,"P49755","nonmito",""
"TMED2","Q15363",223823,240440,"Q15363","nonmito",""
"TMED3","Q9Y3Q3",89320.7,93960.1333333333,"Q9Y3Q3","nonmito",""
"TMED4","Q7Z7H5;Q7Z7H5-3",295437.666666667,235318.333333333,"Q7Z7H5","nonmito",""
"TMED5","Q9Y3A6",425524.333333333,328339.333333333,"Q9Y3A6","nonmito",""
"TMED8","Q6PL24",176823.666666667,172116.666666667,"Q6PL24","nonmito",""
"TMED9","Q9BVK6",423890.333333333,405246.666666667,"Q9BVK6","nonmito",""
"TMEM106B","Q9NUM4",151189,167786.666666667,"Q9NUM4","nonmito",""
"TMEM109","Q9BVC6",820135,699635.333333333,"Q9BVC6","nonmito",""
"TMEM11","P17152",343699.333333333,364357.333333333,"P17152","mito",""
"TMEM115","Q12893",181602,177879,"Q12893","nonmito",""
"TMEM126A","Q9H061",270532.333333333,233902,"Q9H061","mito",""
"TMEM126B","Q8IUX1-5",99345.4,86249.7,"Q8IUX1","mito",""
"TMEM131","Q92545",65135.3333333333,92812.5666666667,"Q92545","nonmito",""
"TMEM135","Q86UB9;Q86UB9-2",59076.1333333333,64198.5,"Q86UB9","nonmito",""
"TMEM14C","Q9P0S9",172434.666666667,151659,"Q9P0S9","mito",""
"TMEM160","Q9NX00",90340.1333333333,94305.1,"Q9NX00","nonmito",""
"TMEM161A","Q9NX61",125096,65279.0666666667,"Q9NX61","nonmito",""
"TMEM164","Q5U3C3",112434.333333333,78191,"Q5U3C3","nonmito",""
"TMEM165","Q9HC07",201004.666666667,162011.666666667,"Q9HC07","nonmito",""
"TMEM192","Q8IY95;Q8IY95-2",177153.333333333,130531.333333333,"Q8IY95","nonmito",""
"TMEM199","Q8N511",81764.2,89724.8333333333,"Q8N511","nonmito",""
"TMEM201","Q5SNT2",78122.7666666667,69261.4666666667,"Q5SNT2","nonmito",""
"TMEM205","Q6UW68",261201,217310,"Q6UW68","mito",""
"TMEM209","Q96SK2",118647.333333333,90685.6666666667,"Q96SK2","nonmito",""
"TMEM214","Q6NUQ4",187953.333333333,162428,"Q6NUQ4","nonmito",""
"TMEM230","Q96A57;Q96A57-2",196634,150659,"Q96A57","nonmito",""
"TMEM237","Q96Q45;Q96Q45-2;Q96Q45-3;Q96Q45-5",66809.1333333333,82587.4333333333,"Q96Q45","nonmito",""
"TMEM245","Q9H330",108104.4,99951,"Q9H330","nonmito",""
"TMEM256","Q8N2U0",225227,310122.666666667,"Q8N2U0","nonmito",""
"TMEM259","Q4ZIN3;Q4ZIN3-2",91006.9666666667,72490.8333333333,"Q4ZIN3","nonmito",""
"TMEM263","Q8WUH6",316727.333333333,308203.333333333,"Q8WUH6","nonmito",""
"TMEM30A","Q9NV96",158443,153600.666666667,"Q9NV96","nonmito",""
"TMEM33","P57088",810625.333333333,883563.333333333,"P57088","nonmito",""
"TMEM38B","Q9NVV0",85660.0333333333,77359.1666666667,"Q9NVV0","nonmito",""
"TMEM41B","Q5BJD5",123036.666666667,109256,"Q5BJD5","nonmito",""
"TMEM43","Q9BTV4",380661,308757.333333333,"Q9BTV4","nonmito",""
"TMEM65","Q6PI78",173433.666666667,147922,"Q6PI78","mito",""
"TMEM70","Q9BUB7",195703.666666667,209775,"Q9BUB7","mito",""
"TMEM87A","Q8NBN3",47472.8333333333,40956.8,"Q8NBN3","nonmito",""
"TMEM9","Q9P0T7",78117.7666666667,80919.7333333333,"Q9P0T7","nonmito",""
"TMEM97","Q5BJF2",539477,514245.666666667,"Q5BJF2","nonmito",""
"TMF1","P82094",91461.8333333333,99989.3,"P82094","nonmito",""
"TMLHE","Q9NVH6;Q9NVH6-8",132523,128054.666666667,"Q9NVH6","mito",""
"TMOD1","P28289",140437,103726.333333333,"P28289","nonmito",""
"TMOD3","Q9NYL9",218896.333333333,211514,"Q9NYL9","nonmito",""
"TMPO","P42166",271308.333333333,304193,"P42166","nonmito",""
"TMPO","P42167",959899.666666667,739537.666666667,"P42166","nonmito",""
"TMTC3","Q6ZXV5;Q6ZXV5-2",203887,197938.666666667,"Q6ZXV5","nonmito",""
"TMX1","Q9H3N1",289122.666666667,287942,"Q9H3N1","nonmito",""
"TMX2","Q9Y320;Q9Y320-2",154784,192351.666666667,"Q9Y320","nonmito",""
"TMX3","Q96JJ7",126087.333333333,141388.333333333,"Q96JJ7","nonmito",""
"TMX4","Q9H1E5",101936.266666667,79671.9,"Q9H1E5","nonmito",""
"TNIK","Q9UKE5;Q9UKE5-2;Q9UKE5-3;Q9UKE5-5",130377.666666667,122259.333333333,"Q9UKE5","nonmito",""
"TNKS1BP1","Q9C0C2",126903,126720.666666667,"Q9C0C2","nonmito",""
"TNPO1","Q92973;Q92973-2",453612,462087,"Q92973","nonmito",""
"TNPO2","O14787",88742.8666666667,74061.6333333333,"O14787","nonmito",""
"TNPO3","Q9Y5L0",197782,193873.666666667,"Q9Y5L0","nonmito",""
"TNRC6A","Q8NDV7;Q8NDV7-2;Q8NDV7-5;Q8NDV7-6",62379.15,78727.3,"Q8NDV7","nonmito",""
"TNRC6B","Q9UPQ9;Q9UPQ9-1",90343.0333333333,97699.9666666667,"Q9UPQ9","nonmito",""
"TOE1","Q96GM8",163866.333333333,164229.333333333,"Q96GM8","nonmito",""
"TOLLIP","Q9H0E2",411556.333333333,399050.666666667,"Q9H0E2","nonmito",""
"TOM1","O60784",205431.666666667,216957.333333333,"O60784","nonmito",""
"TOM1L1","O75674;O75674-2",133494.666666667,141196,"O75674","nonmito",""
"TOM1L2","Q6ZVM7;Q6ZVM7-5",98366.7333333333,104525,"Q6ZVM7","nonmito",""
"TOMM20","Q15388",315685.333333333,447162.666666667,"Q15388","mito",""
"TOMM22","Q9NS69",173193.333333333,223249.333333333,"Q9NS69","mito",""
"TOMM34","Q15785",277244.333333333,286823.333333333,"Q15785","mito",""
"TOMM40","O96008",450734.666666667,462912,"O96008","mito",""
"TOMM40L","Q969M1",59356.0333333333,61327.6333333333,"Q969M1","mito",""
"TOMM7","Q9P0U1",131114.333333333,197020.333333333,"Q9P0U1","mito",""
